CustomerID,Tenure,Contract,MonthlyCharges,Churn
CUST00108,24,Month-to-Month,61.09,No
CUST00030,1,Month-to-Month,71.22,No
CUST03816,12,One Year,39.72,No
CUST03115,2,Month-to-Month,59.87,Yes
CUST05285,6,Month-to-Month,62.36,No
CUST02663,2,Month-to-Month,76.92,No
CUST05957,3,Two Year,31.85,No
CUST00752,48,One Year,78.51,No
CUST03133,48,One Year,60.43,No
CUST00585,18,Month-to-Month,87.9,No
CUST01221,60,Two Year,55.12,No
CUST02595,1,Month-to-Month,76.19,No
CUST01776,3,Month-to-Month,82.72,No
CUST05857,1,Two Year,59.64,No
CUST06015,6,Two Year,59.25,No
CUST00549,12,Two Year,60.75,No
CUST05413,24,Month-to-Month,58.47,Yes
CUST04311,3,Month-to-Month,36.58,Yes
CUST02922,24,Two Year,36.63,No
CUST06507,24,One Year,35.93,No
CUST06592,3,Month-to-Month,77.36,No
CUST05763,48,Month-to-Month,79.15,No
CUST06742,1,Month-to-Month,92.95,Yes
CUST06846,2,Month-to-Month,84.68,Yes
CUST01946,12,Two Year,46.02,No
CUST04914,2,Two Year,72.49,No
CUST05787,2,Month-to-Month,56.16,Yes
CUST00345,6,Month-to-Month,54.7,No
CUST06230,6,Month-to-Month,54.23,Yes
CUST05222,12,Month-to-Month,64.66,No
CUST01576,1,Month-to-Month,87.68,Yes
CUST02489,12,Month-to-Month,75.76,Yes
CUST06563,2,One Year,45.87,Yes
CUST04162,1,Month-to-Month,56.21,Yes
CUST02752,18,Month-to-Month,55.79,No
CUST02869,3,Two Year,51.29,Yes
CUST06094,12,Month-to-Month,69.69,No
CUST02127,18,Month-to-Month,36.03,No
CUST00091,1,Month-to-Month,41.58,Yes
CUST03413,1,Month-to-Month,40.4,No
CUST04316,2,One Year,37.76,Yes
CUST05160,2,Month-to-Month,90.18,Yes
CUST02228,18,Two Year,47.44,No
CUST05867,24,Month-to-Month,37.08,No
CUST00625,18,Month-to-Month,67.15,No
CUST00070,72,Month-to-Month,51.06,No
CUST00890,2,Month-to-Month,70.25,No
CUST05782,6,Two Year,54.01,No
CUST05305,6,Two Year,60.24,No
CUST04513,1,Two Year,55.65,No
CUST04606,36,One Year,57.68,No
CUST03870,1,Month-to-Month,36.87,Yes
CUST02955,48,Month-to-Month,82.22,No
CUST00948,48,One Year,37.04,No
CUST00878,18,Month-to-Month,89.77,No
CUST02949,3,Month-to-Month,92.64,Yes
CUST06534,1,Month-to-Month,76.21,Yes
CUST02597,3,Month-to-Month,40.2,Yes
CUST00294,3,Month-to-Month,50.72,No
CUST03204,36,Month-to-Month,59.57,No
CUST06212,1,Month-to-Month,64.49,No
CUST00446,48,One Year,60.63,No
CUST04382,1,One Year,70.44,No
CUST01920,6,One Year,55.52,No
CUST02143,24,Two Year,74.51,No
CUST06170,1,One Year,54.23,No
CUST01840,2,Month-to-Month,93.98,No
CUST05153,48,Month-to-Month,75.25,No
CUST06771,1,One Year,65.13,Yes
CUST02836,48,Month-to-Month,83.76,No
CUST04696,36,Month-to-Month,84.09,No
CUST04648,2,Month-to-Month,67.4,Yes
CUST03059,1,Month-to-Month,50.8,Yes
CUST04998,3,Month-to-Month,66.52,No
CUST04891,3,One Year,76.89,No
CUST00368,48,One Year,65.44,No
CUST05670,24,Month-to-Month,57.53,No
CUST05301,24,Two Year,52.31,No
CUST02511,1,Month-to-Month,65.94,Yes
CUST06277,2,Month-to-Month,85.42,Yes
CUST03353,48,Month-to-Month,56.56,No
CUST06116,24,Month-to-Month,94.08,No
CUST06909,36,Two Year,47.94,No
CUST02229,3,Month-to-Month,68.28,Yes
CUST02822,2,One Year,42.49,No
CUST03241,6,Month-to-Month,88.54,No
CUST04664,36,One Year,32.47,No
CUST05622,48,Two Year,56.36,No
CUST04968,24,Month-to-Month,45.65,Yes
CUST06234,2,Month-to-Month,55.93,Yes
CUST05029,24,Month-to-Month,76.15,No
CUST04589,18,One Year,42.7,No
CUST01187,18,Month-to-Month,90.27,No
CUST02928,72,Two Year,31.52,No
CUST02253,18,Month-to-Month,39.62,No
CUST06018,12,Month-to-Month,76.3,No
CUST02689,12,Month-to-Month,83.43,Yes
CUST05314,60,Month-to-Month,62.9,No
CUST06847,6,One Year,74.72,No
CUST00152,2,Month-to-Month,73.99,Yes
CUST04195,18,Month-to-Month,48.33,No
CUST01034,1,Month-to-Month,36.55,No
CUST01384,2,Two Year,64.57,No
CUST00916,6,Month-to-Month,56.14,No
CUST01306,36,Month-to-Month,66.58,No
CUST05837,36,Two Year,59.84,No
CUST02466,2,Two Year,46.95,No
CUST04951,6,Two Year,27.45,No
CUST00510,24,Two Year,43.96,No
CUST04484,12,One Year,64.85,No
CUST05010,6,Two Year,25.08,No
CUST04097,1,One Year,55.79,No
CUST02759,24,Month-to-Month,78.63,No
CUST02693,1,Month-to-Month,69.6,No
CUST04602,24,Two Year,26.09,No
CUST00749,48,Month-to-Month,62.29,Yes
CUST02230,3,One Year,50.4,No
CUST05734,12,Month-to-Month,73.86,No
CUST05224,3,Month-to-Month,40.43,Yes
CUST01311,1,Month-to-Month,45.82,No
CUST01612,18,Two Year,53.84,No
CUST05926,24,Month-to-Month,52.08,Yes
CUST00912,2,Month-to-Month,89.25,No
CUST02677,3,Two Year,33.19,No
CUST02472,60,One Year,47.53,Yes
CUST04031,18,Month-to-Month,82.37,Yes
CUST05073,12,Month-to-Month,59.83,No
CUST05063,12,One Year,61.33,No
CUST05961,6,Month-to-Month,37.53,Yes
CUST03700,2,Month-to-Month,59.96,No
CUST00472,60,Month-to-Month,67.56,No
CUST00968,3,Month-to-Month,88.05,Yes
CUST04081,24,Two Year,44.22,No
CUST02115,18,Month-to-Month,57.39,No
CUST06147,12,Two Year,45.03,No
CUST02169,18,Month-to-Month,39.46,Yes
CUST06607,1,Month-to-Month,45.1,Yes
CUST06353,1,Two Year,73.19,No
CUST00897,3,One Year,54.16,No
CUST06299,24,Month-to-Month,47.0,Yes
CUST06835,48,Month-to-Month,71.34,No
CUST03036,3,Month-to-Month,85.39,Yes
CUST01774,60,Month-to-Month,55.93,Yes
CUST03269,18,Month-to-Month,85.44,No
CUST00252,6,Two Year,62.59,No
CUST01210,72,Month-to-Month,65.63,No
CUST05471,18,One Year,38.92,Yes
CUST03835,6,Month-to-Month,89.01,Yes
CUST03198,36,One Year,58.61,No
CUST06112,6,Month-to-Month,57.78,Yes
CUST03888,18,Month-to-Month,65.13,Yes
CUST01129,6,Two Year,38.37,No
CUST02859,1,Month-to-Month,72.15,Yes
CUST04450,24,Two Year,30.98,No
CUST01594,1,Two Year,56.75,No
CUST03266,1,Month-to-Month,75.31,No
CUST02448,2,One Year,35.66,No
CUST00058,2,Month-to-Month,78.75,Yes
CUST01700,12,One Year,52.85,No
CUST01323,36,Month-to-Month,37.26,Yes
CUST00177,24,Two Year,29.85,No
CUST05688,48,Month-to-Month,86.1,Yes
CUST06069,1,Two Year,64.65,Yes
CUST04336,1,One Year,38.85,No
CUST06955,36,Two Year,26.85,No
CUST02407,3,Month-to-Month,42.07,No
CUST00293,36,Month-to-Month,73.23,No
CUST01143,18,One Year,50.99,No
CUST02302,12,Month-to-Month,49.52,Yes
CUST04185,1,One Year,54.11,No
CUST00184,36,One Year,34.92,No
CUST01171,18,Two Year,35.56,No
CUST02516,48,Month-to-Month,54.64,Yes
CUST05206,6,Month-to-Month,74.76,Yes
CUST05365,12,One Year,54.25,No
CUST02030,18,Month-to-Month,43.05,Yes
CUST06544,2,Two Year,74.84,No
CUST03356,1,Month-to-Month,90.09,No
CUST01087,18,Two Year,46.34,No
CUST02882,36,One Year,45.94,No
CUST04072,18,Two Year,25.26,No
CUST01173,18,Month-to-Month,50.33,No
CUST03542,24,One Year,44.6,No
CUST04263,6,One Year,73.37,No
CUST04039,18,Two Year,32.74,No
CUST05000,18,Month-to-Month,56.23,No
CUST03551,24,Month-to-Month,71.65,Yes
CUST04429,2,Month-to-Month,66.27,Yes
CUST04701,2,Month-to-Month,41.74,No
CUST06596,3,Month-to-Month,37.45,Yes
CUST04908,2,Month-to-Month,61.96,No
CUST04379,1,Month-to-Month,76.08,Yes
CUST03079,2,Month-to-Month,63.58,Yes
CUST00614,1,Month-to-Month,63.4,Yes
CUST02463,18,One Year,52.49,No
CUST02893,24,Two Year,57.84,No
CUST02586,18,Two Year,32.14,No
CUST03687,48,Month-to-Month,38.05,No
CUST01431,6,Month-to-Month,82.31,Yes
CUST06454,3,Month-to-Month,36.64,Yes
CUST01877,18,Month-to-Month,76.57,Yes
CUST01749,24,Month-to-Month,43.28,No
CUST06307,6,Month-to-Month,86.76,Yes
CUST00506,2,Two Year,57.14,No
CUST00416,6,Month-to-Month,36.47,No
CUST04989,24,One Year,61.45,No
CUST00273,36,One Year,63.17,No
CUST05695,24,One Year,61.9,Yes
CUST01707,18,One Year,66.97,No
CUST02933,1,Month-to-Month,36.31,No
CUST05328,2,Month-to-Month,63.13,Yes
CUST02796,18,One Year,53.3,No
CUST06605,12,Month-to-Month,87.09,Yes
CUST05851,2,Month-to-Month,44.98,Yes
CUST02414,1,Month-to-Month,58.02,Yes
CUST00107,6,Month-to-Month,41.69,Yes
CUST01345,24,Two Year,66.76,No
CUST06770,3,Month-to-Month,44.15,No
CUST04196,2,Month-to-Month,69.6,Yes
CUST05245,24,Month-to-Month,40.36,No
CUST05557,1,One Year,62.69,Yes
CUST03207,36,One Year,68.38,No
CUST00953,2,One Year,78.36,No
CUST04605,24,Month-to-Month,51.56,No
CUST02587,1,Month-to-Month,66.83,Yes
CUST06998,48,Month-to-Month,77.86,Yes
CUST01505,6,Month-to-Month,81.88,Yes
CUST03980,6,One Year,39.09,No
CUST06961,12,Month-to-Month,52.04,Yes
CUST04797,2,Month-to-Month,43.71,No
CUST02599,3,Month-to-Month,80.15,Yes
CUST02116,2,Month-to-Month,72.07,Yes
CUST01122,60,One Year,78.73,No
CUST03771,12,Month-to-Month,72.1,Yes
CUST05412,3,Two Year,57.72,No
CUST04967,60,Two Year,64.37,No
CUST01025,48,Month-to-Month,43.85,No
CUST06272,48,Month-to-Month,56.8,No
CUST06042,1,One Year,70.94,No
CUST05908,24,Two Year,71.78,No
CUST04378,36,Month-to-Month,83.45,No
CUST02352,48,Month-to-Month,47.41,No
CUST00417,3,Month-to-Month,49.69,Yes
CUST03167,48,Month-to-Month,65.41,No
CUST04119,1,One Year,60.32,Yes
CUST05200,3,One Year,59.55,No
CUST04334,18,One Year,78.48,No
CUST00565,3,Month-to-Month,85.97,No
CUST00479,60,Two Year,67.84,No
CUST02956,24,Month-to-Month,48.39,Yes
CUST05101,6,Month-to-Month,77.82,Yes
CUST01204,3,Month-to-Month,66.44,Yes
CUST01225,6,Month-to-Month,81.37,Yes
CUST00143,12,One Year,43.25,No
CUST06600,12,Two Year,49.65,No
CUST03928,18,Month-to-Month,57.58,No
CUST02125,72,Month-to-Month,51.48,No
CUST04197,1,Two Year,27.71,No
CUST02246,12,Two Year,31.94,No
CUST03012,3,One Year,48.77,No
CUST02958,36,One Year,38.77,No
CUST00606,6,One Year,62.3,No
CUST02005,3,One Year,33.05,No
CUST01195,1,Month-to-Month,54.49,No
CUST04770,3,Month-to-Month,51.81,No
CUST02150,36,Month-to-Month,40.61,No
CUST02252,48,One Year,54.21,No
CUST04610,6,Month-to-Month,37.26,No
CUST01757,60,Month-to-Month,55.54,Yes
CUST00498,1,Two Year,33.25,No
CUST02318,6,Month-to-Month,73.29,Yes
CUST04464,1,Month-to-Month,72.51,No
CUST06844,1,Month-to-Month,56.42,Yes
CUST05643,3,One Year,63.51,No
CUST03277,36,One Year,39.15,No
CUST06164,6,Month-to-Month,82.37,Yes
CUST00722,2,Two Year,73.1,No
CUST04229,6,Month-to-Month,48.71,Yes
CUST01026,12,Month-to-Month,89.03,No
CUST06497,6,Two Year,38.01,No
CUST01296,2,Two Year,54.75,Yes
CUST03481,2,Month-to-Month,66.39,No
CUST01497,18,Two Year,28.75,No
CUST05671,36,Month-to-Month,48.24,No
CUST01521,1,Month-to-Month,49.98,Yes
CUST02165,12,Two Year,68.41,No
CUST04103,12,One Year,37.87,No
CUST06436,12,Two Year,26.69,No
CUST06582,48,Month-to-Month,80.82,No
CUST02628,18,Two Year,74.34,No
CUST06229,24,Month-to-Month,93.67,Yes
CUST05088,1,One Year,39.51,No
CUST05942,2,One Year,34.3,No
CUST05637,12,One Year,39.69,Yes
CUST00109,2,Two Year,47.69,No
CUST01755,60,Two Year,33.66,No
CUST06083,6,Month-to-Month,40.45,No
CUST01352,12,Month-to-Month,66.65,No
CUST06525,1,One Year,60.88,No
CUST04790,3,One Year,73.13,No
CUST03791,2,One Year,78.01,No
CUST01974,12,Month-to-Month,41.77,No
CUST00337,36,Month-to-Month,48.35,Yes
CUST04910,12,Month-to-Month,66.43,No
CUST04652,24,One Year,32.53,Yes
CUST02269,2,Month-to-Month,93.45,Yes
CUST02544,18,Month-to-Month,35.04,No
CUST00725,12,Two Year,72.54,No
CUST00766,12,One Year,76.38,Yes
CUST04604,6,Two Year,59.49,No
CUST03735,2,Month-to-Month,65.83,Yes
CUST00308,3,Month-to-Month,88.94,No
CUST06104,48,One Year,55.21,No
CUST05768,1,Two Year,30.55,No
CUST02866,12,Month-to-Month,43.23,Yes
CUST06708,12,Month-to-Month,74.65,No
CUST04385,36,Month-to-Month,45.94,No
CUST06339,6,Month-to-Month,49.74,Yes
CUST01792,24,Month-to-Month,47.12,No
CUST03208,24,Month-to-Month,35.53,No
CUST04957,3,One Year,71.9,No
CUST04913,12,Month-to-Month,65.7,No
CUST02054,48,Month-to-Month,42.04,No
CUST06075,3,Two Year,58.38,Yes
CUST00072,2,Month-to-Month,91.57,Yes
CUST02474,24,Month-to-Month,72.97,Yes
CUST06457,18,Month-to-Month,72.81,No
CUST01261,2,Month-to-Month,44.05,Yes
CUST01667,2,One Year,62.71,No
CUST03103,48,Two Year,70.71,Yes
CUST04267,18,One Year,62.46,No
CUST03693,24,Two Year,42.9,No
CUST04978,2,Two Year,52.52,No
CUST06664,24,One Year,54.54,Yes
CUST01696,1,One Year,32.27,No
CUST01096,2,Two Year,61.94,No
CUST03839,48,One Year,45.28,No
CUST03622,2,Month-to-Month,85.84,No
CUST05946,3,Month-to-Month,94.2,No
CUST01631,24,One Year,45.63,No
CUST04044,18,One Year,48.28,No
CUST01882,36,Month-to-Month,65.15,No
CUST04680,18,Month-to-Month,54.4,No
CUST01613,12,Two Year,57.56,Yes
CUST00979,12,One Year,45.22,No
CUST03051,2,Two Year,49.45,No
CUST04961,12,Two Year,45.85,No
CUST02549,6,Month-to-Month,74.0,Yes
CUST00849,12,Month-to-Month,78.12,No
CUST03484,48,Month-to-Month,74.7,No
CUST05719,1,One Year,53.53,No
CUST06535,1,Month-to-Month,77.8,Yes
CUST02132,1,One Year,35.35,Yes
CUST00048,12,Month-to-Month,51.68,No
CUST03685,18,Month-to-Month,44.22,Yes
CUST01351,36,Two Year,44.09,No
CUST04629,18,Month-to-Month,53.02,No
CUST00447,72,One Year,65.96,No
CUST01744,1,Month-to-Month,81.5,Yes
CUST04075,18,Month-to-Month,90.55,No
CUST02982,2,One Year,65.45,Yes
CUST05164,6,Month-to-Month,77.61,No
CUST03986,48,Month-to-Month,70.44,Yes
CUST05271,2,Two Year,67.0,No
CUST04899,1,One Year,40.1,Yes
CUST01295,24,One Year,49.6,No
CUST02940,1,One Year,48.68,No
CUST03784,36,One Year,63.04,No
CUST06536,2,Month-to-Month,77.51,Yes
CUST04995,1,Two Year,39.36,No
CUST04166,6,Month-to-Month,75.99,No
CUST01113,2,Two Year,57.84,No
CUST00777,2,Month-to-Month,94.54,Yes
CUST06614,1,Month-to-Month,66.56,No
CUST04747,2,Month-to-Month,46.19,Yes
CUST02907,60,Two Year,65.31,No
CUST06943,18,Month-to-Month,77.02,No
CUST03804,72,Two Year,51.86,No
CUST04440,2,One Year,61.93,No
CUST01852,36,Month-to-Month,50.44,Yes
CUST01964,6,Month-to-Month,52.9,No
CUST04909,24,Month-to-Month,56.78,No
CUST03882,24,Month-to-Month,81.33,No
CUST04330,36,Month-to-Month,93.5,No
CUST00486,48,One Year,77.67,No
CUST05880,12,Month-to-Month,35.26,Yes
CUST06162,3,One Year,59.1,No
CUST00031,18,One Year,70.36,No
CUST01880,12,Month-to-Month,53.41,Yes
CUST02284,1,Month-to-Month,58.58,Yes
CUST04145,48,Month-to-Month,39.05,No
CUST03214,24,One Year,70.25,No
CUST04504,1,Month-to-Month,81.56,Yes
CUST04772,6,Month-to-Month,88.83,Yes
CUST03409,2,One Year,75.34,Yes
CUST00637,12,Month-to-Month,45.77,Yes
CUST05449,12,One Year,42.67,No
CUST02349,18,One Year,37.08,Yes
CUST01084,36,Month-to-Month,62.21,No
CUST00862,6,Month-to-Month,61.62,No
CUST03081,24,One Year,75.14,No
CUST00904,12,Two Year,57.91,No
CUST06555,24,Two Year,73.4,No
CUST00110,1,Month-to-Month,92.23,Yes
CUST06733,48,Two Year,68.58,No
CUST05041,24,One Year,54.07,No
CUST04838,6,One Year,68.23,No
CUST06078,12,One Year,76.0,No
CUST05876,2,Month-to-Month,64.97,Yes
CUST06647,36,One Year,46.16,Yes
CUST03823,24,Two Year,48.06,No
CUST01832,18,Month-to-Month,64.72,Yes
CUST05854,36,Month-to-Month,52.11,No
CUST00783,2,Two Year,60.83,No
CUST06836,2,One Year,35.05,No
CUST03296,1,Two Year,68.37,No
CUST02754,3,One Year,73.86,No
CUST04811,2,Two Year,47.15,No
CUST01826,12,Month-to-Month,45.5,No
CUST01095,2,Month-to-Month,40.79,Yes
CUST04897,1,Month-to-Month,70.42,No
CUST06924,12,Month-to-Month,74.61,No
CUST02589,2,Month-to-Month,74.0,Yes
CUST05904,6,Two Year,27.75,No
CUST02551,3,Month-to-Month,90.96,No
CUST05895,6,Month-to-Month,78.9,Yes
CUST01655,1,Month-to-Month,65.88,Yes
CUST05729,2,One Year,30.62,Yes
CUST05355,12,Month-to-Month,86.47,No
CUST02329,18,Month-to-Month,92.94,No
CUST03786,1,Month-to-Month,67.01,No
CUST04540,1,One Year,33.04,No
CUST03211,2,Two Year,55.06,No
CUST04356,18,Month-to-Month,35.5,No
CUST03923,24,Month-to-Month,74.22,Yes
CUST03853,18,One Year,73.89,No
CUST06948,2,Month-to-Month,74.12,Yes
CUST05666,24,Month-to-Month,54.57,No
CUST01205,12,One Year,49.79,Yes
CUST02618,3,Two Year,39.78,No
CUST03249,36,Two Year,58.03,No
CUST05390,36,Month-to-Month,66.95,No
CUST05874,36,Month-to-Month,90.23,No
CUST06962,6,One Year,34.64,Yes
CUST01771,6,Month-to-Month,47.44,No
CUST00830,6,Month-to-Month,87.18,Yes
CUST03429,36,Month-to-Month,40.7,No
CUST02432,36,Month-to-Month,64.7,Yes
CUST00628,24,Month-to-Month,47.98,No
CUST04099,2,One Year,38.47,No
CUST00926,1,Month-to-Month,53.54,Yes
CUST00296,12,Two Year,52.58,No
CUST01053,48,Two Year,51.07,No
CUST02572,48,Month-to-Month,94.29,No
CUST03519,1,One Year,34.54,No
CUST02216,3,Month-to-Month,44.25,Yes
CUST00945,2,Month-to-Month,55.32,Yes
CUST05564,3,Two Year,27.5,No
CUST05803,3,One Year,70.44,No
CUST00013,36,Month-to-Month,36.59,No
CUST01118,36,Month-to-Month,80.76,No
CUST05091,1,Month-to-Month,66.42,No
CUST02707,1,Month-to-Month,86.78,Yes
CUST02967,24,One Year,78.26,No
CUST04442,36,Month-to-Month,88.25,No
CUST01320,1,Month-to-Month,81.25,Yes
CUST06500,24,One Year,77.36,Yes
CUST06842,2,Month-to-Month,36.09,No
CUST06399,6,Month-to-Month,87.77,Yes
CUST02772,3,Month-to-Month,57.35,No
CUST06029,24,Month-to-Month,44.27,No
CUST04217,1,Month-to-Month,63.28,Yes
CUST00654,24,Two Year,48.89,No
CUST02458,18,Two Year,30.12,No
CUST03474,24,Month-to-Month,75.68,Yes
CUST05703,12,One Year,79.78,No
CUST05213,3,Two Year,52.75,No
CUST06829,18,Month-to-Month,72.31,No
CUST03940,6,Month-to-Month,73.61,Yes
CUST03919,18,One Year,71.74,Yes
CUST05094,1,Two Year,68.59,No
CUST02304,3,Month-to-Month,77.91,No
CUST06261,1,One Year,48.89,No
CUST00571,12,Month-to-Month,77.44,Yes
CUST01449,48,Month-to-Month,62.46,No
CUST04864,3,Two Year,51.03,No
CUST05997,12,One Year,73.92,Yes
CUST01746,12,Month-to-Month,87.37,Yes
CUST03394,3,Month-to-Month,41.38,No
CUST05482,3,Two Year,37.53,No
CUST00288,12,Month-to-Month,40.54,No
CUST01739,3,Month-to-Month,36.14,Yes
CUST04370,2,Two Year,61.86,No
CUST04094,48,Month-to-Month,52.16,No
CUST02708,2,Month-to-Month,49.67,Yes
CUST03782,3,Month-to-Month,61.26,No
CUST04161,12,Month-to-Month,63.59,Yes
CUST03878,36,Month-to-Month,63.33,No
CUST03969,12,One Year,63.09,No
CUST01685,1,Month-to-Month,75.82,No
CUST05625,1,Month-to-Month,35.27,No
CUST01339,1,Month-to-Month,79.91,Yes
CUST06225,1,Month-to-Month,64.68,Yes
CUST06811,24,Two Year,42.19,Yes
CUST05297,6,Month-to-Month,85.81,Yes
CUST04478,3,One Year,47.91,No
CUST02259,3,One Year,35.35,No
CUST06118,72,Month-to-Month,41.62,Yes
CUST04618,36,Month-to-Month,58.99,No
CUST06204,18,Two Year,40.73,No
CUST02471,2,Month-to-Month,70.28,Yes
CUST05420,3,Month-to-Month,76.42,Yes
CUST01565,36,Month-to-Month,94.98,No
CUST06158,24,Month-to-Month,85.29,Yes
CUST03609,48,One Year,77.92,No
CUST04454,24,Month-to-Month,82.01,No
CUST02186,48,One Year,74.83,No
CUST06654,2,One Year,78.25,No
CUST01232,2,Month-to-Month,73.12,Yes
CUST05375,12,Two Year,63.52,No
CUST01259,1,One Year,46.08,No
CUST02255,36,One Year,42.33,No
CUST01952,2,Two Year,59.14,No
CUST06502,1,One Year,65.93,No
CUST00114,24,Month-to-Month,45.72,Yes
CUST05938,2,Month-to-Month,60.43,No
CUST06089,24,One Year,55.03,Yes
CUST06698,3,Month-to-Month,89.17,Yes
CUST00508,36,Month-to-Month,62.7,Yes
CUST06860,18,Month-to-Month,44.07,Yes
CUST05111,60,Month-to-Month,74.54,No
CUST05701,3,Month-to-Month,86.42,No
CUST03826,1,Month-to-Month,39.04,Yes
CUST03363,24,Two Year,33.45,No
CUST04048,12,Month-to-Month,59.79,Yes
CUST00351,12,Month-to-Month,93.87,Yes
CUST04120,24,Month-to-Month,46.67,Yes
CUST06405,1,Month-to-Month,93.01,Yes
CUST03711,1,One Year,71.18,No
CUST01115,18,Month-to-Month,41.49,No
CUST05655,1,Month-to-Month,82.13,Yes
CUST00299,18,Month-to-Month,39.51,Yes
CUST03280,24,Month-to-Month,40.36,No
CUST05551,2,Month-to-Month,87.46,Yes
CUST04528,48,Two Year,51.29,No
CUST05327,1,One Year,68.93,No
CUST05710,48,Month-to-Month,54.64,Yes
CUST06743,12,One Year,60.09,Yes
CUST00230,18,Month-to-Month,92.65,No
CUST03618,36,Two Year,45.87,No
CUST04281,2,Month-to-Month,55.24,No
CUST05395,24,Two Year,68.51,No
CUST06917,6,Two Year,72.18,No
CUST06843,1,Month-to-Month,87.85,Yes
CUST02104,24,One Year,31.69,Yes
CUST05501,12,Two Year,25.17,No
CUST02647,60,One Year,50.77,No
CUST03740,12,Month-to-Month,35.44,No
CUST04665,36,One Year,49.96,No
CUST01615,3,Month-to-Month,60.0,No
CUST00608,3,One Year,69.65,No
CUST06091,6,Month-to-Month,49.51,No
CUST01094,12,Two Year,29.66,No
CUST05664,12,One Year,46.28,Yes
CUST06877,2,Month-to-Month,72.8,Yes
CUST06643,12,One Year,58.46,No
CUST00204,36,Month-to-Month,44.98,No
CUST03165,1,Two Year,32.95,Yes
CUST03910,3,Month-to-Month,56.68,No
CUST00838,3,One Year,37.72,No
CUST05834,6,Month-to-Month,73.76,No
CUST01231,36,Month-to-Month,68.87,No
CUST05304,36,One Year,58.41,No
CUST01610,12,Two Year,27.27,No
CUST05702,3,Month-to-Month,64.35,No
CUST04105,3,One Year,68.98,No
CUST06754,1,Month-to-Month,41.71,Yes
CUST04242,6,Two Year,67.47,No
CUST05366,72,Month-to-Month,82.96,No
CUST03759,6,Month-to-Month,82.65,No
CUST05124,12,Two Year,25.76,No
CUST05332,3,Two Year,46.05,No
CUST02413,12,One Year,36.89,No
CUST02918,36,Month-to-Month,64.53,No
CUST00658,3,One Year,61.47,Yes
CUST00791,2,Month-to-Month,90.31,Yes
CUST05163,3,Month-to-Month,76.07,No
CUST04234,48,One Year,49.04,No
CUST01360,18,Month-to-Month,68.27,Yes
CUST05203,18,Month-to-Month,82.24,No
CUST02348,3,Two Year,72.03,Yes
CUST04734,48,Month-to-Month,86.12,No
CUST03842,1,Month-to-Month,56.87,Yes
CUST06313,18,Month-to-Month,91.23,Yes
CUST06110,48,Month-to-Month,45.85,Yes
CUST05539,12,Month-to-Month,85.06,Yes
CUST05615,6,Two Year,45.6,No
CUST05937,18,One Year,78.52,Yes
CUST03126,18,Two Year,45.54,No
CUST03765,12,One Year,61.51,No
CUST05974,36,Month-to-Month,88.56,No
CUST01781,1,Month-to-Month,93.81,No
CUST03948,18,Two Year,61.01,No
CUST00804,18,Month-to-Month,94.93,No
CUST00858,12,Month-to-Month,61.04,Yes
CUST06919,18,Two Year,40.74,No
CUST03342,12,One Year,38.35,No
CUST06532,48,Month-to-Month,54.39,No
CUST00220,36,Two Year,39.84,No
CUST01289,1,Month-to-Month,55.0,No
CUST00583,12,Month-to-Month,84.84,No
CUST00044,48,Month-to-Month,52.36,Yes
CUST01235,18,Month-to-Month,72.63,No
CUST05823,24,Month-to-Month,55.8,No
CUST06774,2,Two Year,67.99,No
CUST01893,24,Two Year,62.39,No
CUST04240,3,Month-to-Month,64.98,No
CUST06123,1,Month-to-Month,37.44,No
CUST03867,6,Month-to-Month,39.52,Yes
CUST05786,48,One Year,41.27,No
CUST01072,2,Month-to-Month,62.22,No
CUST00719,1,Month-to-Month,54.34,Yes
CUST02365,12,Month-to-Month,94.03,No
CUST01506,6,One Year,31.74,No
CUST00671,2,One Year,52.14,No
CUST05596,12,Month-to-Month,37.44,No
CUST03978,12,One Year,69.73,No
CUST00898,36,Month-to-Month,49.23,Yes
CUST06717,1,One Year,39.11,No
CUST02805,12,One Year,64.3,No
CUST04881,2,Month-to-Month,60.35,No
CUST02642,1,Month-to-Month,38.63,Yes
CUST06048,12,One Year,74.49,No
CUST02923,36,One Year,40.94,No
CUST06484,1,Month-to-Month,88.06,No
CUST02877,12,Month-to-Month,64.08,No
CUST02583,12,Month-to-Month,80.19,Yes
CUST05331,2,One Year,66.69,No
CUST01875,24,Two Year,25.57,No
CUST02371,18,One Year,41.59,No
CUST01770,6,Month-to-Month,52.34,No
CUST05081,1,One Year,69.25,No
CUST03007,48,Month-to-Month,52.69,No
CUST01984,12,One Year,65.16,Yes
CUST00532,72,Month-to-Month,75.17,Yes
CUST05007,24,Month-to-Month,71.56,No
CUST03076,36,Month-to-Month,87.01,No
CUST03506,18,Month-to-Month,49.1,No
CUST02987,1,Month-to-Month,49.97,Yes
CUST02164,36,Month-to-Month,47.69,No
CUST00732,36,Month-to-Month,74.09,Yes
CUST02340,6,Month-to-Month,70.32,No
CUST05083,36,Month-to-Month,89.8,No
CUST02233,48,Two Year,29.65,No
CUST03911,1,Month-to-Month,63.18,Yes
CUST04437,3,Month-to-Month,91.25,No
CUST01256,6,Two Year,47.49,No
CUST02105,24,Month-to-Month,85.8,Yes
CUST06980,1,Month-to-Month,74.06,Yes
CUST03584,36,One Year,49.23,Yes
CUST00899,1,Month-to-Month,69.32,No
